domain,url,text,fake,topic,stereotype,hs,irony
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/08/19/antartide-trovato-un-ceppo-microbico-molto-strano-con-superpoteri/,"ANTARTIDE, trovato un Ceppo Microbico molto strano con ""Superpoteri"" - segnidalcielo",si,scienza,0,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/09/20/apocalisse-cosa-hanno-in-programma-per-fine-settembre-inizio-ottobre-una-valuta-mondiale-e-un-codice/,"Apocalisse: cosa hanno in Programma Per Fine Settembre, Inizio Ottobre? Una Valuta Mondiale E Un Codice - segnidalcielo",si,scienza,0,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/10/16/russia-putin-fissa-la-data-per-dichiarare-la-terza-guerra-mondiale/,RUSSIA: Putin fissa la data per dichiarare la Terza Guerra Mondiale - segnidalcielo,si,politica_estera,0,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/08/21/misteriose-scie-luminose-fotografate-sopra-la-terra-gli-scienziati-stanno-ancora-discutendo-sulla-loro-origine/,Misteriose SCIE LUMINOSE Fotografate sopra la Terra. Gli Scienziati stanno ancora discutendo sulla loro origine!! - segnidalcielo,si,scienza,0,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/category/nuovo_ordine_mondiale/scie_chimiche_e_haarp/,Scie Chimiche e Haarp Archivi - segnidalcielo,si,xxx,0,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/08/27/allerta-cosmica-enorme-macchia-solare-si-e-ingrandita-10-volte-e-ora-punta-verso-la-terra/,ALLERTA COSMICA: Enorme Macchia Solare si è ingrandita 10 volte e ora Punta verso la TERRA - segnidalcielo,si,scienza,0,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/08/30/a-causa-del-restringimento-della-magnetosfera-un-x-flare-medio-e-gia-sufficiente-per-spazzare-via-il-90-della-nostra-civilta-che-e-diventata-fortemente-dipendente-dallelettronica-e-dallelettrici/,L'ONDA COSMICA che ha colpito la stella Proxima Centauri sta viaggiando verso la Terra. Potrebbe causare un SUPER FLARE catastrofico!! - segnidalcielo,si,scienza,1,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/08/20/scienziati-britannici-lumanita-tristemente-impreparata-per-una-catastrofica-eruzione-vulcanica-che-potrebbe-devastare-la-civilta/#respond,"Scienziati Britannici: ""L'Umanità tristemente impreparata per una catastrofica eruzione vulcanica che potrebbe devastare la civiltà"" - segnidalcielo",si,scienza,1,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/tag/batteri-superpoteri/,batteri superpoteri Archivi - segnidalcielo,si,scienza,0,0,0
https://www.segnidalcielo.it/,https://www.segnidalcielo.it/2022/08/20/documenti-top-secret-suggeriscono-che-ci-hanno-mentito-sulla-luna-e-su-cosa-ce-dentro/,Documenti TOP SECRET suggeriscono che ci hanno mentito sulla Luna e su cosa c'è dentro - segnidalcielo,si,scienza ,1,0,0
https://lastella.altervista.org/,https://lastella.altervista.org/ti-diamo-30-minuti-malta-allontana-la-barca-dei-migranti-con-le-indicazioni-per-litalia/,Ti diamo 30 minuti: Malta allontana la barca dei migranti con le indicazioni per l'Italia - La Stella,si,immigrazione ,0,0,0
https://lastella.altervista.org/,https://lastella.altervista.org/polemica-propongono-di-vendere-la-gioconda-per-salvare-il-settore-culturale-della-francia/,Polemica: propongono di vendere la Gioconda per salvare il settore culturale della Francia - La Stella,si,politica_estera,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/05/12/gli-scienziati-hanno-trovato-un-fossile-che-conferma-lesistenza-degli-unicorni/,Gli scienziati hanno trovato un fossile che conferma l'esistenza degli unicorni -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/04/28/gli-elefanti-marini-dormono-in-fondo-alloceano-video/,Gli elefanti marini dormono in fondo all’oceano (VIDEO) -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/05/08/alex-il-robot-umanoide-piu-realistico-al-mondo-video/,"Alex, il robot umanoide più realistico al mondo. VIDEO -",si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/05/12/studio-straordinario-sul-dna-e-la-rivoluzione-del-pangenoma-svolta-storica-per-la-medicina-benefici-incredibili-per-tutti/,"Studio straordinario sul DNA, è la “rivoluzione del Pangenoma”: svolta storica per la medicina, “benefici incredibili per tutti” -",si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/05/15/ci-sono-oceani-anche-su-quattro-lune-di-urano/,Ci sono oceani anche su quattro lune di Urano -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/05/05/un-video-virale-mostra-come-appare-la-vera-mappa-del-mondo-e-ha-suscitato-scalpore-sui-social-network/,Un video virale mostra come appare la vera mappa del mondo e ha suscitato scalpore sui social network -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/05/12/gran-bretagna-nato-il-primo-bambino-con-dna-di-tre-persone/,Gran Bretagna: nato il primo bambino con DNA di tre persone -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/02/20/salute-la-sostituzione-della-carne-rossa-con-funghi-abbatte-il-rischio-di-cancro-allintestino/,Salute: la sostituzione della carne rossa con funghi abbatte il rischio di cancro all’intestino -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2023/02/27/un-antropologo-ritiene-che-unantica-specie-umana-possa-essere-stata-avvistata-sullisola-di-flores/,Un antropologo ritiene che un'antica specie umana possa essere stata avvistata sull'isola di Flores -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2016/03/04/ministero-della-salute-le-44-aree-ditalia-piu-inquinate-e-a-rischio-tumori/,Ministero della Salute: Le 44 aree d’Italia più inquinate e a rischio tumori -,si,salute,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2017/03/20/assaggiato-il-primo-pollo-apparentemente-delizioso-creato-in-laboratorio/,Assaggiato il primo pollo apparentemente delizioso creato in laboratorio -,si,scienza,0,0,0
https://www.pianetablunews.it/,https://www.pianetablunews.it/2021/06/21/mangiare-carne-rossa-puo-danneggiare-il-dna-e-causare-il-cancro-al-colon-retto/,Mangiare carne rossa può danneggiare il DNA e causare il cancro al colon-retto -,si,salute,0,0,0
https://sadefenza.blogspot.com/,https://sadefenza.blogspot.com/2023/05/la-russia-lancia-un-attacco-su-larga.html,Sa Defenza: La Russia lancia un attacco su larga scala alle strutture militari-industriali ucraine,si,politica_estera,0,0,0
https://sadefenza.blogspot.com/,https://sadefenza.blogspot.com/search/label/Casa%20Bianca,Sa Defenza: Casa Bianca,si,politica_estera,0,0,0
https://sadefenza.blogspot.com/,https://sadefenza.blogspot.com/2023/05/gli-stati-uniti-hanno-chiesto-alla.html,Sa Defenza: Gli Stati Uniti hanno chiesto alla Turchia di cedere il controllo dei sistemi antimissile S-400,si,politica_estera,0,0,0
https://sadefenza.blogspot.com/,https://sadefenza.blogspot.com/2023/05/gli-stati-arabi-chiedono-il-ritiro.html,Sa Defenza: Gli stati arabi chiedono il ritiro delle forze straniere dalla Siria,si,politica_estera,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/cambiamento-climatico-gli-scettici-sono-in-crescita/,"Cambiamento climatico, gli scettici sono in crescita – RENOVATIO 21",si,clima,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/pechino-guarda-oltre-il-sistema-solare-per-colonizzare-pianeti-abitabili/,Pechino guarda oltre il sistema solare per colonizzare pianeti abitabili – RENOVATIO 21,si,scienza,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/caccia-russi-intercettano-aerei-francesi-e-tedeschi-vicino-ai-confini-sul-baltico/,Caccia russi intercettano aerei francesi e tedeschi vicino ai confini sul Baltico – RENOVATIO 21,si,politica_estera,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/netanyahu-afferma-che-israele-ha-distrutto-lintero-comando-della-jihad-islamica-nella-striscia-di-gaza/,Netanyahu afferma che Israele ha distrutto l'intero comando della Jihad islamica nella Striscia di Gaza – RENOVATIO 21,si,politica_estera,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/loms-ha-lanciato-un-hub-per-la-tecnologia-mrna-a-citta-del-capo/,L'OMS ha lanciato un hub per la tecnologia mRNA a Città del Capo – RENOVATIO 21,si,scienza,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/spari-contro-la-sinagoga-di-djerba-la-piu-antica-dafrica/,"Spari contro la sinagoga di Djerba, la più antica d'Africa – RENOVATIO 21",si,politica_estera,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/lolanda-inizia-con-leutanasia-dei-bambini/,L'Olanda inizia con l'eutanasia dei bambini – RENOVATIO 21,si,salute,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/chi-sono-i-nazionalisti-integralisti-ucraini/,Chi sono i nazionalisti integralisti ucraini? – RENOVATIO 21,si,politica_estera,0,0,0
https://www.renovatio21.com/,https://www.renovatio21.com/roulette-sessuale-con-aborto-incorporato-le-ragazze-disintegrate-dalla-necrocultura/,Roulette sessuale con aborto incorporato: le ragazze disintegrate dalla Necrocultura – RENOVATIO 21,si,salute ,0,0,0
http://devinformarti.blogspot.com/,http://devinformarti.blogspot.com/2018/04/macron-l-italia-era-un-paese-fascista.html,"Macron: ""L' Italia era un Paese fascista, si merita tutti gli immigrati"".",si,immigrazione,0,0,0
http://devinformarti.blogspot.com/,http://devinformarti.blogspot.com/2018/07/prete-di-forpughi-accoglie-migranti.html#comments,"Prete di Forpughi accoglie migranti, ma viene massacrato e derubato.",si,immigrazione ,0,0,0
http://devinformarti.blogspot.com/,http://devinformarti.blogspot.com/2018/06/polizia-francese-massacra-colpi-di.html#comments,Polizia francese massacra a colpi di manganello famiglia di migranti,si,immigrazione ,0,0,0
http://devinformarti.blogspot.com/,http://devinformarti.blogspot.com/2018/03/soros-senza-controllo-grillo-e-un_16.html#comments,"Soros senza controllo: ""Grillo è un pagliaccio e i grillini sono degli Asinacci!""",si,politica_estera,0,1,0
http://devinformarti.blogspot.com/,http://devinformarti.blogspot.com/2018/06/macron-gli-italiani-peggio-dei-porci.html,"Macron: ""Gli italiani? Peggio dei porci nazisti""",si,politica_estera,0,1,0
http://devinformarti.blogspot.com/,http://devinformarti.blogspot.com/2018/03/ladri-albanesi-massacrati-colpi-di.html#comments,Ladri  massacrati a colpi di fucile da pensionato,si,immigrazione,0,0,0
http://devinformarti.blogspot.com/,http://devinformarti.blogspot.com/2017/11/soros-di-maio-e-peggio-di-kim-jong-un.html,"Soros: ""Di Maio è peggio di Kim Jong un""",si,politica_estera,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/05/04/milano-lite-tra-stranieri-con-bottiglie-sassi-e-katana/,"Milano: lite tra stranieri con bottiglie, sassi e katana • Imola Oggi",si,immigrazione ,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/05/19/milano-spaccano-3-volanti-e-aggrediscono-gli-agenti-tre-stranieri-denunciati-a-piede-libero/,"Milano, spaccano 3 volanti e aggrediscono gli agenti: tre stranieri denunciati a piede libero • Imola Oggi",si,immigrazione ,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/02/24/migranti-20-giorni-stop-e-10mila-euro-di-multa-per-geo-barents/,"Migranti, 20 giorni stop e 10mila euro di multa per Geo Barents • Imola Oggi",si,immigrazione ,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/03/29/scuola-cambiamento-climatico-tra-le-materie-di-studio/,"Scuola, cambiamento climatico tra le materie di studio: genitori d'accordo • Imola Oggi",si,clima,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/05/19/migranti-87-sbarcano-a-crotone/,"Migranti, 87 sbarcano a Crotone • Imola Oggi",si,immigrazione ,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/05/19/agguati-contro-ebrei-incubo-islamista-berlino/,Agguati contro gli ebrei: l'incubo islamista cala su Berlino • Imola Oggi,si,politica_estera,1,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/05/08/consulta-niente-stop-a-rinnovo-permesso-di-soggiorno-se-reato-lieve/,"Migranti, Consulta: niente stop a rinnovo permesso di soggiorno il se reato è lieve • Imola Oggi",si,immigrazione ,1,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2019/08/15/migranti-open-arms-giunta-a-lampedusa/,Migranti: Open Arms giunta a Lampedusa • Imola Oggi,si,immigrazione ,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/03/31/fauci-sara-consigliere-strategico-al-biotecnopolo-di-siena/,Fauci sarà 'consigliere strategico' al Biotecnopolo di Siena • Imola Oggi,si,scienza,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2014/02/23/sindaco-di-venezia-rassicura-gli-islamici-un-nuovo-centro-culturale-e-giustissima-esigenza/,Sindaco di Venezia rassicura gli islamici: un nuovo centro culturale è giustissima esigenza • Imola Oggi,si,immigrazione ,0,0,0
https://www.imolaoggi.it/,https://www.imolaoggi.it/2023/05/18/disastro-in-emilia-romagna-il-clima-non-centra/,"Disastro in Emilia Romagna? ""Il clima non c'entra, colpa degli amministratori"" • Imola Oggi",si,clima ,1,0,0
https://scenarieconomici.it/,https://scenarieconomici.it/la-nasa-registra-le-note-che-precorrono-el-nino-il-fenomeno-atmosferico-globale-luomo-non-centra-nulla/,"La NASA registra le note che precorrono El Niño, il fenomeno atmosferico globale. L'uomo non c'entra nulla",si,clima ,0,0,0
https://scenarieconomici.it/,https://scenarieconomici.it/la-crisi-delleuropa-sta-nel-mediterraneo-gli-usa-colmeranno-il-vuoto-europeo-ed-i-migranti-saranno-a-breve-un-pallido-ricordo/,La crisi dell'Europa sta nel Mediterraneo. Gli USA colmeranno il vuoto europeo (ed i migranti saranno a breve un pallido ricordo),si,immigrazione,1,1,0
https://scenarieconomici.it/,https://scenarieconomici.it/gli-usa-hanno-capito-che-con-la-nomina-di-kavanaugh-sono-andati-troppo-oltre-ossia-stanno-distruggendo-il-paese-con-gli-interessi-di-parte-rinasceranno-al-contrario-dellitalia/,"Gli USA hanno capito che con la nomina di Kavanaugh sono andati troppo oltre, ossia stanno distruggendo il Paese con gli interessi di parte. Rinasceranno (al contrario dell'Italia).",si,politica_estera,1,0,1
https://scenarieconomici.it/,https://scenarieconomici.it/cisgiordania/,"Palestina, lo stop di Trump, ma Netanyahu non molla la cisgiordania",si,politica_estera,0,0,0
https://scenarieconomici.it/,https://w.nativery.com/cs/?idr=64661b7056d100d3c3dfd759&idw=6425385c45df6b73c0b0ec0e&idu=646748c4f4758d7253f77390&idi=10471142773&gcid=1296033493.1167150238&gsid=455287329&isAmp=false&idic=166684707463&ref=https://scenarieconomici.it/arabia-saudita-e-russia-aumentano-lexport-prima-di-tagliare-la-produzione/&refref=https://scenarieconomici.it/arabia-saudita-e-russia-aumentano-lexport-prima-di-tagliare-la-produzione/&criurl=https%3A%2F%2Fwww.ambrogiorobot.com%2Fit%2Flanding%2Fspring-2023-light%3Futm_id%3Dambrogio%26utm_source%3Dediscom%26utm_medium%3Dlanding_light%26utm_marketing_tactic%3Ddisplay%26utm_campaign%3Dspring-2023,Stanco di tagliare l'erba del prato? Ci pensa Ambrogio Robot Tagliaerba,si,scienza,0,0,0
https://scenarieconomici.it/,https://scenarieconomici.it/chiedo-venia-non-fu-g-schroder/,"Chiedo venia: non fu G. Schroder ad imporre la ""fuga di stato"" del nazista H. Kappler dal Celio ma il cancelliere tedesco H. Schmidt, ricattando l'Italia per un prestito da concedere!",si,politica_estera,0,0,0
https://voxnews.info/,https://voxnews.info/2023/05/18/accoglienza-di-lusso-per-migranti-loro-esigono-anche-il-sesso-dalle-volontarie-video/,Accoglienza di lusso per migranti: loro esigono anche il sesso dalle volontarie – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,1,0
https://voxnews.info/,https://voxnews.info/2023/05/16/milano-salva-vicina-da-stupro-nero-94enne-eroe-premiato-dalla-regione-non-da-sala/,"Milano, salva vicina da stupro nero: 94enne eroe premiato dalla Regione non da Sala | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat ",si,immigrazione,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/17/alluvione-intanto-e-record-di-immigrati-in-hotel-117-600/,Alluvione? Intanto è record di immigrati in hotel: 117.600 | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione,1,0,1
https://voxnews.info/,https://voxnews.info/2023/05/17/emiliaromagna-10mila-sfollati-ma-11-591-posti-in-hotel-occupati-dai-migranti/,"EmiliaRomagna: 10mila sfollati, ma 11.591 posti in hotel occupati dai migranti | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat ",si,immigrazione,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/meloni-si-fa-mettere-sotto-anche-dalla-trudeau-foto/,Meloni si fa mettere sotto anche dalla Trudeau – FOTO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,politica_estera,0,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/nigeriano-incendia-10-auto-in-10-giorni-ho-il-permesso-umanitario/,Nigeriano incendia 10 auto in 10 giorni: “Ho il permesso umanitario” | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/20/bakhmut-come-a-capodanno-wagner-celebra-la-vittoria-video/#respond,Bakhmut come a capodanno: Wagner celebra la vittoria – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,politica_estera,0,0,0
https://voxnews.info/,https://voxnews.info/2023/05/16/stazione-termini-immigrati-attaccano-poliziotto-30-giorni-di-prognosi/,"Stazione Termini, immigrati attaccano poliziotto: 30 giorni di prognosi | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat ",si,immigrazione,0,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/migranti-italia-ci-costringe-a-spacciare-video/#comments,Migranti: “Italia ci costringe a spacciare” – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/18/rom-occupano-quartiere-ora-comandiamo-noi-video/,Rom occupano quartiere: “Ora comandiamo noi” – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/17/affitti-alle-stelle-studenti-cacciati-per-fare-posto-a-200-migranti-coltellate-e-spaccio/,Affitti alle stelle? Studenti cacciati per fare posto a 200 migranti: coltellate e spaccio | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/20/migranti-abbiamo-pagato-per-sbarcare-in-italia-dovete-mantenerci-video/comment-page-1/#comment-185194,"Migranti: “Abbiamo pagato per sbarcare in Italia, dovete mantenerci o rimandateci in Africa” – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat ",si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/messner-il-clima-cambia-da-milioni-di-anni/#respond,Messner: “Il clima cambia da milioni di anni” | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,clima,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/islamico-a-caccia-di-coppiette-che-si-baciano-ragazzo-sprangato-dito-e-testa-rotta/#comments,"Islamico a caccia di coppiette che si baciano: ragazzo sprangato, dito e testa rotta | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat ",si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/meloni-ne-sbarca-altri-800-tutti-caricati-su-bus-verso-le-citta-del-nord/#comments,Meloni ne sbarca altri 800: tutti caricati su bus verso le città del nord | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/grecia-rimette-i-clandestini-sui-barconi-e-li-rimanda-indietro-ecco-il-blocco-navale-video/#comments,Grecia rimette i clandestini sui barconi e li rimanda indietro: ecco il blocco navale! – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/16/cittadino-alluvionato-tutta-colpa-dei-verdi-video/,Cittadino alluvionato: “Tutta colpa dei Verdi” – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,clima ,1,1,0
https://voxnews.info/,https://voxnews.info/2023/05/17/imam-integrato-dobbiamo-mutilare-le-femmine-video/,Imam integrato: “Dobbiamo mutilare le femmine” – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/diciotti-scarica-732-maschi-islamici-verrano-distribuiti-in-tutta-italia/,Diciotti scarica 732 maschi islamici: verrano distribuiti in tutta Italia | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/19/sbarcati-100mila-immigrati-nei-205-giorni-di-blocco-navale-immaginario/,Sbarcati 100mila immigrati nei 205 giorni di blocco navale immaginario | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,1,1
https://voxnews.info/,https://voxnews.info/2023/05/19/sbarcano-1-000-clandestini-in-24-ore-saranno-distribuiti-in-tutta-italia/#comments,SBARCANO 1.000 CLANDESTINI IN 24 ORE: SARANNO DISTRIBUITI IN TUTTA ITALIA | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/18/il-prodi-intelligente-cambiamento-climatico-causato-da-attivita-solare-non-dalluomo/,"Il Prodi intelligente: “Cambiamento climatico causato da attività solare, non dall’uomo” | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat ",si,clima,1,1,1
https://voxnews.info/,https://voxnews.info/2023/05/18/migranti-a-noi-bollette-le-paga-lo-stato-video-2/,Migranti: “A noi bollette le paga lo Stato” – VIDEO | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://voxnews.info/,https://voxnews.info/2023/05/20/stuprata-e-messa-incinta-a-11-anni-dai-migranti-al-grido-allahu-akbar/,Stuprata e messa incinta a 11 anni dai migranti al grido: “Allahu Akbar” | Vøx 🇮🇹 2️⃣0️⃣2️⃣3️⃣  🇮🇹 Veritas Vos Liberat,si,immigrazione ,1,0,0
https://www.breaknotizie.com/,https://www.breaknotizie.com/riabbraccia-la-figlia-defunta/,Riabbraccia la figlia defunta dopo 4 anni: le nuove frontiere della realtà virtuale,si,scienza,0,0,0
https://blogopenyoureyes.altervista.org/,https://blogopenyoureyes.altervista.org/il-controllo-climatico-una-realta-o-una-teoria-complottista/#mh-comments,Il controllo climatico:realtà o una teoria complottista? -,si,clima,0,0,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2022/01/amnesty-allitalia-basta-tirannia-covid.html,"Informare Senza Censure: Amnesty all’Italia basta tirannia covid: emergenza deve avere fine, basta discriminare i non vaccinati",si,salute,1,1,0
https://informaresenzacensure.blogspot.com/,https://informaresenzacensure.blogspot.com/2022/02/prof-jacob-giris-l80-dei-casi-gravi-di.html#comment-form,"Informare Senza Censure: Prof. Jacob Giris - L'80% dei casi gravi di COVID è completamente vaccinato"", afferma il direttore dell'ospedale Ichilov",si,salute,1,0,0
